"Symbol";"ContractSize";"Digits";"Currency";"Price";"Category";"Sub_Category"
"NGAS#-SEP20";10000.0;2;"USD";2.434;"Indecies";"USD"
"NGAS#-OCT20";10000.0;2;"USD";2.055;"Indecies";"USD"
"TRADEDESK";100.0;2;"USD";75.22;"Shares";"USD"
"PALLADSEP20";100.0;2;"USD";2212.2;"Indecies";"USD"
"PALLD#SEP20";100.0;2;"USD";2190.74;"Indecies";"USD"
"PLAT-JUL20";100.0;2;"USD";944.85;"Indecies";"USD"
"COPP-JUL20";10000.0;2;"USD";2.8821;"Indecies";"USD"
"NIFTY-JUL20";1000.0;2;"INR";11170.5;"Indecies";"INR"
"NIFTY#JUL20";1000.0;2;"INR";11145.5;"Indecies";"INR"
"RBOB-AUG20";42000.0;2;"USD";1.2858;"Indecies";"USD"
"SUG11-OCT20";1000.0;2;"USD";12.99;"Indecies";"USD"
"NGAS#-AUG20";10000.0;2;"USD";1.79;"Indecies";"USD"
"DAX#-SEP20";10.0;2;"EUR";13178.75;"Indecies";"EUR"
"COTT2-OCT20";100.0;2;"USD";64.52;"Indecies";"USD"
"Delta";100.0;2;"USD";40.34;"Shares";"USD"
"AirTransp";100.0;2;"USD";26.12;"Shares";"USD"
"Allegiant";100.0;2;"USD";193.96;"Shares";"USD"
"CopaHold";100.0;2;"USD";77.15;"Shares";"USD"
"HawaiianHL";100.0;2;"USD";20.2;"Shares";"USD"
"Ryanair";100.0;2;"USD";107.92;"Shares";"USD"
"SOUTHWEST";100.0;2;"USD";48.51;"Shares";"USD"
"SPIRIT";100.0;2;"USD";25.22;"Shares";"USD"
"SkyWest";100.0;2;"USD";45.89;"Shares";"USD"
"CAC-AUG20";10.0;2;"EUR";4950.47;"Indecies";"EUR"
"IBEX-AUG20";100.0;2;"EUR";7142.5;"Indecies";"EUR"
"COCOA-SEP20";100.0;2;"USD";2578.21;"Indecies";"USD"
"CORN-SEP20";100.0;2;"USD";364.0;"Indecies";"USD"
"SBEAN-AUG20";100.0;2;"USD";869.92;"Indecies";"USD"
"WHEATSEP20";100.0;2;"USD";528.93;"Indecies";"USD"
"CAC#-AUG20";10.0;2;"EUR";4950.75;"Indecies";"EUR"
"IBEX#-AUG20";100.0;2;"EUR";7141.75;"Indecies";"EUR"
"COFFE-SEP20";100.0;2;"USD";131.33;"Indecies";"USD"
"COPP-AUG20";10000.0;2;"USD";2.9205;"Indecies";"USD"
"NIFTY-AUG20";1000.0;2;"INR";11380.4;"Indecies";"INR"
"PLAT-AUG20";100.0;2;"USD";919.4;"Indecies";"USD"
"RBOB-SEP20";42000.0;2;"USD";1.3069;"Indecies";"USD"
"NIFTY#AUG20";1000.0;2;"INR";11356.38;"Indecies";"INR"
"NIO";100.0;2;"USD";40.34;"Shares";"USD"
"MODERNA";100.0;2;"USD";435.71;"Shares";"USD"
"NOVAVAX";100.0;2;"USD";269.97;"Shares";"USD"
"SBEAN-SEP20";100.0;2;"USD";1005.0;"Indecies";"USD"
"CAC-SEP20";10.0;2;"EUR";5022.47;"Indecies";"EUR"
"CAC#-SEP20";10.0;2;"EUR";5022.75;"Indecies";"EUR"
"IBEX-SEP20";100.0;2;"EUR";6894.5;"Indecies";"EUR"
"IBEX#-SEP20";100.0;2;"EUR";6896.75;"Indecies";"EUR"
"AZN";100.0;2;"USD";58.14;"Shares";"USD"
"COPP-SEP20";10000.0;2;"USD";2.9728;"Indecies";"USD"
"PLAT-SEP20";100.0;2;"USD";838.57;"Indecies";"USD"
"NIFTY-SEP20";1000.0;2;"INR";11517.11;"Indecies";"INR"
"NIFTY#SEP20";1000.0;2;"INR";11494.16;"Indecies";"INR"
"RBOB-OCT20";42000.0;2;"USD";1.2115;"Indecies";"USD"
"BRENT";1000.0;2;"USD";72.42;"Spot";"Spot"
"GC-AUG20";100.0;2;"USD";1934.07;"Indecies";"USD"
"GC-SEP20";100.0;2;"USD";1855.25;"Indecies";"USD"
"HOIL-AUG20";100.0;2;"USD";0.0;"Indecies";"USD"
"HOIL-SEP20";100.0;2;"USD";1.2169;"Indecies";"USD"
"HOIL-OCT20";100.0;2;"USD";1.1243;"Indecies";"USD"
"NK-DEC20";10.0;2;"USD";26823.75;"Indecies";"USD"
"AMGEN";100.0;2;"USD";221.38;"Shares";"USD"
"HORTON";100.0;2;"USD";93.78;"Shares";"USD"
"$IND-DEC20";100.0;2;"USD";90.944;"Indecies";"USD"
"ASX-DEC20";100.0;2;"AUD";6629.0;"Indecies";"AUD"
"CAC-OCT20";10.0;2;"EUR";4943.5;"Indecies";"EUR"
"COCOA-DEC20";100.0;2;"USD";2835.0;"Indecies";"USD"
"COFFE-DEC20";100.0;2;"USD";117.94;"Indecies";"USD"
"CORN-DEC20";100.0;2;"USD";424.0;"Indecies";"USD"
"DAX-DEC20";10.0;2;"EUR";13143.0;"Indecies";"EUR"
"DJEXX-DEC20";10.0;2;"EUR";3491.25;"Indecies";"EUR"
"DOW-DEC20";10.0;2;"USD";30052.0;"Indecies";"USD"
"FTSE-DEC20";10.0;2;"GBP";6560.0;"Indecies";"GBP"
"IBEX-OCT20";100.0;2;"EUR";6960.5;"Indecies";"EUR"
"JSE-DEC20";100.0;2;"ZAR";54580.0;"Indecies";"ZAR"
"MIB-DEC20";100.0;2;"EUR";21685.0;"Indecies";"EUR"
"NSDQ-DEC20";100.0;2;"USD";12365.88;"Indecies";"USD"
"SBEAN-NOV20";100.0;2;"USD";1098.07;"Indecies";"USD"
"SP-DEC20";100.0;2;"USD";3661.28;"Indecies";"USD"
"WHEATDEC20";100.0;2;"USD";601.03;"Indecies";"USD"
"$IND#-DEC20";100.0;2;"USD";90.96;"Indecies";"USD"
"ASX#-DEC20";100.0;2;"AUD";6615.5;"Indecies";"AUD"
"CAC#-OCT20";10.0;2;"EUR";4944.38;"Indecies";"EUR"
"DAX#-DEC20";10.0;2;"EUR";13140.5;"Indecies";"EUR"
"DJEX#-DEC20";10.0;2;"EUR";3491.0;"Indecies";"EUR"
"DOW#-DEC20";10.0;2;"USD";30049.5;"Indecies";"USD"
"FTSE#-DEC20";10.0;2;"GBP";6559.07;"Indecies";"GBP"
"IBEX#-OCT20";100.0;2;"EUR";6960.25;"Indecies";"EUR"
"JSE#-DEC20";100.0;2;"ZAR";54583.75;"Indecies";"ZAR"
"MIB#-DEC20";100.0;2;"EUR";21660.0;"Indecies";"EUR"
"NSDQ#-DEC20";100.0;2;"USD";12364.88;"Indecies";"USD"
"SP#-DEC20";100.0;2;"USD";3660.53;"Indecies";"USD"
"NK#-DEC20";10.0;2;"USD";26832.0;"Indecies";"USD"
"NGAS-NOV20";10000.0;2;"USD";2.936;"Indecies";"USD"
"NGAS#-NOV20";10000.0;2;"USD";2.934;"Indecies";"USD"
"NIFTY-OCT20";1000.0;2;"INR";11932.2;"Indecies";"INR"
"NIFTY#OCT20";1000.0;2;"INR";11908.1;"Indecies";"INR"
"RBOB-NOV20";42000.0;2;"USD";1.1388;"Indecies";"USD"
"BRNT-DEC20";1000.0;2;"USD";41.66;"Indecies";"USD"
"SUG11-MAR21";1000.0;2;"USD";17.87;"Indecies";"USD"
"PALLADDEC20";100.0;2;"USD";2321.7;"Indecies";"USD"
"PLAT-OCT20";100.0;2;"USD";901.79;"Indecies";"USD"
"COPP-OCT20";10000.0;2;"USD";3.137;"Indecies";"USD"
"HOIL-NOV20";100.0;2;"USD";1.1474;"Indecies";"USD"
"GC-OCT20";100.0;2;"USD";1900.45;"Indecies";"USD"
"BRNT#-DEC20";1000.0;2;"USD";41.64;"Indecies";"USD"
"PALLD#DEC20";100.0;2;"USD";2307.0;"Indecies";"USD"
"COTT2-DEC20";100.0;2;"USD";66.14;"Indecies";"USD"
"ADAUSD";100.0;4;"USD";2.3218;"Cryptos";"Cryptos"
"CAC-NOV20";10.0;2;"EUR";5405.0;"Indecies";"EUR"
"IBEX-NOV20";100.0;2;"EUR";7818.0;"Indecies";"EUR"
"CAC#-NOV20";10.0;2;"EUR";5404.5;"Indecies";"EUR"
"IBEX#-NOV20";100.0;2;"EUR";7816.75;"Indecies";"EUR"
"CL-DEC20";1000.0;2;"USD";40.11;"Indecies";"USD"
"CL#-DEC20";1000.0;2;"USD";40.1;"Indecies";"USD"
"Qareen-Dubai";5.0;2;"AED";2904.63;"Arabian";"AED"
"Qareen-UAE";5.0;2;"AED";7769.04;"Arabian";"AED"
"Taqaat-Saudi";5.0;2;"SAR";5558.16;"Arabian";"SAR"
"Qareen-Kuwait";5.0;2;"KWF";7415.99;"Arabian";"KWF"
"UAL";30.0;2;"USD";46.53;"Shares";"USD"
"PLL";100.0;2;"USD";54.9;"Shares";"USD"
"NKLA";100.0;2;"USD";10.72;"Shares";"USD"
"ENERGY-SAU";5.0;2;"SAR";5423.2;"Untradable";"Untradable"
"BRNT-JAN21";1000.0;2;"USD";48.12;"Indecies";"USD"
"RBOB-DEC20";42000.0;2;"USD";1.3005;"Indecies";"USD"
"COPP-NOV20";10000.0;2;"USD";3.2895;"Indecies";"USD"
"NGAS-DEC20";10000.0;2;"USD";2.662;"Indecies";"USD"
"NIFTY-NOV20";1000.0;2;"INR";12853.1;"Indecies";"INR"
"PLAT-NOV20";100.0;2;"USD";947.79;"Indecies";"USD"
"HOIL-DEC20";42000.0;2;"USD";1.3724;"Indecies";"USD"
"GC-NOV20";100.0;2;"USD";1869.5;"Indecies";"USD"
"BRNT#-JAN21";1000.0;2;"USD";48.11;"Indecies";"USD"
"NGAS#-DEC20";10000.0;2;"USD";2.66;"Indecies";"USD"
"NIFTY#NOV20";1000.0;2;"INR";12830.55;"Indecies";"INR"
"PLTR";100.0;2;"USD";26.44;"Shares";"USD"
"AAYAN.KW";2.0;1;"KWF";151.0;"Arabian";"KWF"
"AD-COMMERCIAL";2.0;2;"AED";7.63;"Arabian";"AED"
"ALDAR.AD";2.0;2;"AED";3.94;"Arabian";"AED"
"ESHRAQ.AD";2.0;2;"AED";0.28;"Arabian";"AED"
"GULF-PETROLEUM.KW";2.0;1;"KWF";23.35;"Arabian";"KWF"
"INVESTORS.KW";2.0;1;"KWF";14.6;"Arabian";"KWF"
"SBEAN-JAN21";100.0;2;"USD";1375.0;"Indecies";"USD"
"CAC-DEC20";10.0;2;"EUR";5519.5;"Indecies";"EUR"
"IBEX-DEC20";100.0;2;"EUR";8064.95;"Indecies";"EUR"
"CL-JAN21";1000.0;2;"USD";49.06;"Indecies";"USD"
"CAC#-DEC20";10.0;2;"EUR";5519.25;"Indecies";"EUR"
"IBEX#-DEC20";100.0;2;"EUR";8063.25;"Indecies";"EUR"
"CL#-JAN21";1000.0;2;"USD";49.04;"Indecies";"USD"
"NGAS-JAN21";10000.0;2;"USD";2.56;"Indecies";"USD"
"NGAS#-JAN21";10000.0;2;"USD";2.558;"Indecies";"USD"
"PLAT-DEC20";100.0;2;"USD";1024.09;"Indecies";"USD"
"COPP-DEC20";10000.0;2;"USD";3.5645;"Indecies";"USD"
"NIFTY-DEC20";1000.0;2;"INR";13759.89;"Indecies";"INR"
"NIFTY#DEC20";1000.0;2;"INR";13735.89;"Indecies";"INR"
"GC-DEC20";100.0;2;"USD";1879.45;"Indecies";"USD"
"RBOB-JAN21";42000.0;2;"USD";1.3679999999999999;"Indecies";"USD"
"BRNT-FEB21";1000.0;2;"USD";51.3;"Indecies";"USD"
"BRNT#-FEB21";1000.0;2;"USD";51.28;"Indecies";"USD"
"HOIL-JAN21";42000.0;2;"USD";1.4896;"Indecies";"USD"
"COTT2-MAR21";100.0;2;"USD";85.59;"Indecies";"USD"
"NK-MAR21";10.0;2;"USD";29152.5;"Indecies";"USD"
"COCOA-MAR21";100.0;2;"USD";2556.0;"Indecies";"USD"
"NK#-MAR21";10.0;2;"USD";29177.0;"Indecies";"USD"
"QQQ";100.0;2;"USD";381.87;"ETF";"ETF"
"SPY";100.0;2;"USD";451.26;"ETF";"ETF"
"SQQQ";100.0;2;"USD";7.07;"ETF";"ETF"
"TQQQ";100.0;2;"USD";151.83;"ETF";"ETF"
"RUSS-DEC20";100.0;2;"USD";1913.0;"Indecies";"USD"
"XPENG";30.0;2;"USD";41.63;"Shares";"USD"
"NSDQ-MAR21";100.0;2;"USD";12934.87;"Indecies";"USD"
"DOW-MAR21";10.0;2;"USD";32793.0;"Indecies";"USD"
"SP-MAR21";100.0;2;"USD";3943.5;"Indecies";"USD"
"CAC-JAN21";10.0;2;"EUR";5722.0;"Indecies";"EUR"
"DAX-MAR21";10.0;2;"EUR";14560.99;"Indecies";"EUR"
"MIB-MAR21";100.0;2;"EUR";24010.0;"Indecies";"EUR"
"IBEX-JAN21";100.0;2;"EUR";8365.0;"Indecies";"EUR"
"DJEXX-MAR21";10.0;2;"EUR";3848.25;"Indecies";"EUR"
"ASX-MAR21";100.0;2;"AUD";6765.74;"Indecies";"AUD"
"JSE-MAR21";100.0;2;"ZAR";62070.5;"Indecies";"ZAR"
"$IND-MAR21";100.0;2;"USD";91.595;"Indecies";"USD"
"COFFE-MAR21";100.0;2;"USD";129.89;"Indecies";"USD"
"CORN-MAR21";100.0;2;"USD";561.75;"Indecies";"USD"
"NSDQ#-MAR21";100.0;2;"USD";12934.12;"Indecies";"USD"
"DOW#-MAR21";10.0;2;"USD";32791.5;"Indecies";"USD"
"SP#-MAR21";100.0;2;"USD";3942.75;"Indecies";"USD"
"CAC#-JAN21";10.0;2;"EUR";5721.75;"Indecies";"EUR"
"DAX#-MAR21";10.0;2;"EUR";14559.49;"Indecies";"EUR"
"FTSE#-MAR21";10.0;2;"GBP";6788.5;"Indecies";"GBP"
"MIB#-MAR21";100.0;2;"EUR";24080.0;"Indecies";"EUR"
"IBEX#-JAN21";100.0;2;"EUR";8364.75;"Indecies";"EUR"
"DJEX#-MAR21";10.0;2;"EUR";3848.0;"Indecies";"EUR"
"ASX#-MAR21";100.0;2;"AUD";6763.0;"Indecies";"AUD"
"JSE#-MAR21";100.0;2;"ZAR";62074.25;"Indecies";"ZAR"
"$IND#-MAR21";100.0;2;"USD";91.652;"Indecies";"USD"
"LIAUTO";100.0;2;"USD";30.85;"Shares";"USD"
"WORKHORSE";100.0;2;"USD";8.95;"Shares";"USD"
"SWITCHBACK";100.0;2;"USD";22.57;"Shares";"USD"
"WHEATMAR21";100.0;2;"USD";651.78;"Indecies";"USD"
"PAYPAL";100.0;2;"USD";292.3;"Shares";"USD"
"BORR";10.0;2;"USD";0.7601;"Shares";"USD"
"AIRBNB";100.0;2;"USD";164.2;"Shares";"USD"
"CL-FEB21";1000.0;2;"USD";52.06;"Indecies";"USD"
"CL#-FEB21";1000.0;2;"USD";52.04;"Indecies";"USD"
"FTSE-MAR21";10.0;2;"GBP";6788.75;"Indecies";"GBP"
"RUSS-MAR21";100.0;2;"USD";2351.1;"Indecies";"USD"
"FUELCELL";30.0;2;"USD";5.9399999999999995;"Shares";"USD"
"TRANSOCEAN";30.0;2;"USD";3.75;"Shares";"USD"
"BLINKCHARG";30.0;2;"USD";32.58;"Shares";"USD"
"ELECTRAMV";30.0;2;"USD";3.4699999999999998;"Shares";"USD"
"VONAGE";10.0;2;"USD";14.82;"Shares";"USD"
"WHPETROLEUM";10.0;2;"USD";51.15;"Shares";"USD"
"YALLAGROUP";10.0;2;"USD";10.14;"Shares";"USD"
"YEXT";10.0;2;"USD";12.73;"Shares";"USD"
"NGAS-FEB21";10000.0;2;"USD";2.45;"Indecies";"USD"
"RBOB-FEB21";42000.0;2;"USD";1.5381;"Indecies";"USD"
"BRNT-MAR21";1000.0;2;"USD";55.09;"Indecies";"USD"
"PALLADMAR21";100.0;2;"USD";2663.7;"Indecies";"USD"
"PLAT-JAN21";100.0;2;"USD";1103.91;"Indecies";"USD"
"COPP-JAN21";10000.0;2;"USD";3.625;"Indecies";"USD"
"NIFTY-JAN21";1000.0;2;"INR";14369.75;"Indecies";"INR"
"GC-JAN21";100.0;2;"USD";1854.6;"Indecies";"USD"
"HOIL-FEB21";42000.0;2;"USD";1.5682;"Indecies";"USD"
"NGAS#-FEB21";10000.0;2;"USD";2.448;"Indecies";"USD"
"BRNT#-MAR21";1000.0;2;"USD";55.07;"Indecies";"USD"
"PALLD#MAR21";100.0;2;"USD";2645.75;"Indecies";"USD"
"NIFTY#JAN21";1000.0;2;"INR";14347.8;"Indecies";"INR"
"PLUGPOWER";10.0;2;"USD";26.54;"Shares";"USD"
"QUANTUMSCAPE";10.0;2;"USD";22.17;"Shares";"USD"
"GREENWICHLIFE";10.0;2;"USD";44.66;"Shares";"USD"
"TELPERFORM";100.0;2;"EUR";384.255;"Shares";"EUR"
"CAC-FEB21";10.0;2;"EUR";5715.0;"Indecies";"EUR"
"IBEX-FEB21";100.0;2;"EUR";8060.0;"Indecies";"EUR"
"SBEAN-MAR21";100.0;2;"USD";1433.75;"Indecies";"USD"
"CAC#-FEB21";10.0;2;"EUR";5714.5;"Indecies";"EUR"
"IBEX#-FEB21";100.0;2;"EUR";8061.25;"Indecies";"EUR"
"CL-MAR21";1000.0;2;"USD";58.96;"Indecies";"USD"
"CL#-MAR21";1000.0;2;"USD";58.95;"Indecies";"USD"
"CRISPR";1.0;2;"USD";120.51;"Shares";"USD"
"NANO";100.0;2;"USD";6.1;"Shares";"USD"
"BANGO";1.0;2;"GBX";212.0;"Shares";"GBX"
"NGAS-MAR21";10000.0;2;"USD";3.08;"Indecies";"USD"
"RBOB-MAR21";42000.0;2;"USD";1.7839;"Indecies";"USD"
"BRNT-APR21";1000.0;2;"USD";62.68;"Indecies";"USD"
"PLAT-FEB21";100.0;2;"USD";1278.0;"Indecies";"USD"
"COPP-FEB21";10000.0;2;"USD";4.078;"Indecies";"USD"
"NIFTY-FEB21";1000.0;2;"INR";15005.0;"Indecies";"INR"
"HOIL-MAR21";42000.0;2;"USD";1.8127;"Indecies";"USD"
"GC-FEB21";100.0;2;"USD";1781.45;"Indecies";"USD"
"NGAS#-MAR21";10000.0;2;"USD";3.078;"Indecies";"USD"
"BRNT#-APR21";1000.0;2;"USD";62.66;"Indecies";"USD"
"NIFTY#FEB21";1000.0;2;"INR";14981.3;"Indecies";"INR"
"Stellantis";100.0;2;"EUR";16.79;"Shares";"EUR"
"DSHUSD";1.0;2;"USD";195.88;"Cryptos";"Cryptos"
"NEOUSD";1.0;5;"USD";47.7909;"Cryptos";"Cryptos"
"GEVO";2.0;2;"USD";6.15;"Shares";"USD"
"IDEANOMICS";2.0;2;"USD";2.34;"Shares";"USD"
"LORDSTOWN";10.0;2;"USD";6.39;"Shares";"USD"
"BLOOMENERGY";10.0;2;"USD";21.39;"Shares";"USD"
"BIONANO";5.0;2;"USD";5.74;"Shares";"USD"
"UNIUSD";1.0;4;"USD";22.7909;"Cryptos";"Cryptos"
"CAC-MAR21";10.0;2;"EUR";6065.5;"Indecies";"EUR"
"IBEX-MAR21";100.0;2;"EUR";8649.0;"Indecies";"EUR"
"CAC#-MAR21";10.0;2;"EUR";6066.0;"Indecies";"EUR"
"IBEX#-MAR21";100.0;2;"EUR";8648.25;"Indecies";"EUR"
"GME";2.0;2;"USD";198.65;"Shares";"USD"
"AMC";2.0;2;"USD";47.8;"Shares";"USD"
"CL-APR21";1000.0;2;"USD";61.44;"Indecies";"USD"
"NGAS-APR21";10000.0;2;"USD";2.548;"Indecies";"USD"
"RBOB-APR21";42000.0;2;"USD";1.9665;"Indecies";"USD"
"BRNT-MAY21";1000.0;2;"USD";64.39;"Indecies";"USD"
"SUG11-MAY21";1000.0;2;"USD";16.91;"Indecies";"USD"
"PLAT-MAR21";100.0;2;"USD";1185.49;"Indecies";"USD"
"COPP-MAR21";10000.0;2;"USD";4.083;"Indecies";"USD"
"CL#-APR21";1000.0;2;"USD";61.43;"Indecies";"USD"
"NGAS#-APR21";10000.0;2;"USD";2.5460000000000003;"Indecies";"USD"
"NIFTY#MAR21";1000.0;2;"INR";14727.2;"Indecies";"INR"
"NIFTY-MAR21";1000.0;2;"INR";14749.7;"Indecies";"INR"
"HOIL-APR21";42000.0;2;"USD";1.8073000000000001;"Indecies";"USD"
"GC-MAR21";100.0;2;"USD";1730.95;"Indecies";"USD"
"ETCUSD";1.0;5;"USD";57.17425;"Cryptos";"Cryptos"
"DOGUSD";1.0;7;"USD";0.2357982;"Cryptos";"Cryptos"
"ChCapital";10.0;2;"USD";23.97;"Indecies";"USD"
"VGalactic";10.0;2;"USD";24.44;"Shares";"USD"
"Tanger";5.0;2;"USD";16.86;"Shares";"USD"
"SNOWFLAKE";100.0;2;"USD";312.19;"Shares";"USD"
"NK-JUN21";10.0;2;"USD";29177.5;"Indecies";"USD"
"COTT2-MAY21";100.0;2;"USD";86.6;"Indecies";"USD"
"CORN-MAY21";100.0;2;"USD";771.5;"Indecies";"USD"
"SBEAN-MAY21";100.0;2;"USD";1620.48;"Indecies";"USD"
"WHEATMAY21";100.0;2;"USD";772.3;"Indecies";"USD"
"NK#-JUN21";10.0;2;"USD";29187.0;"Indecies";"USD"
"NSDQ-JUN21";100.0;2;"USD";13993.48;"Indecies";"USD"
"DOW-JUN21";10.0;2;"USD";34446.0;"Indecies";"USD"
"SP-JUN21";100.0;2;"USD";4244.88;"Indecies";"USD"
"CAC-APR21";10.0;2;"EUR";6188.5;"Indecies";"EUR"
"DAX-JUN21";10.0;2;"EUR";15721.22;"Indecies";"EUR"
"FTSE-JUN21";10.0;2;"GBP";7150.33;"Indecies";"GBP"
"MIB-JUN21";100.0;2;"EUR";25727.5;"Indecies";"EUR"
"IBEX-APR21";100.0;2;"EUR";8570.0;"Indecies";"EUR"
"DJEXX-JUN21";10.0;2;"EUR";4140.25;"Indecies";"EUR"
"ASX-JUN21";100.0;2;"AUD";7350.75;"Indecies";"AUD"
"JSE-JUN21";100.0;2;"ZAR";61426.5;"Indecies";"ZAR"
"$IND-JUN21";100.0;2;"USD";90.425;"Indecies";"USD"
"COCOA-MAY21";100.0;2;"USD";2431.44;"Indecies";"USD"
"COFFE-MAY21";100.0;2;"USD";141.33;"Indecies";"USD"
"NSDQ#-JUN21";100.0;2;"USD";13992.86;"Indecies";"USD"
"DOW#-JUN21";10.0;2;"USD";34444.5;"Indecies";"USD"
"SP#-JUN21";100.0;2;"USD";4244.13;"Indecies";"USD"
"CAC#-APR21";10.0;2;"EUR";6188.0;"Indecies";"EUR"
"DAX#-JUN21";10.0;2;"EUR";15719.05;"Indecies";"EUR"
"FTSE#-JUN21";10.0;2;"GBP";7153.75;"Indecies";"GBP"
"MIB#-JUN21";100.0;2;"EUR";25702.5;"Indecies";"EUR"
"IBEX#-APR21";100.0;2;"EUR";8570.75;"Indecies";"EUR"
