"Symbol";"ContractSize";"Digits";"Currency";"Price";"Category";"Sub_Category"
"3M";100.0;2;"USD";185.12;"Shares";"USD"
"ABB";100.0;2;"SEK";316.36;"Shares";"SEK"
"ADOBE";100.0;2;"USD";661.06;"Shares";"USD"
"ADS";100.0;2;"EUR";300.834;"Shares";"EUR"
"AIG";100.0;2;"USD";54.67;"Shares";"USD"
"AIRBUS";100.0;2;"EUR";114.414;"Shares";"EUR"
"AIRLIQUID";100.0;2;"EUR";150.743;"Shares";"EUR"
"ALCOA";100.0;2;"USD";46.58;"Shares";"USD"
"ALLI";100.0;2;"EUR";196.761;"Shares";"EUR"
"ALSTOM";100.0;2;"EUR";33.114;"Shares";"EUR"
"AMAZON";100.0;2;"USD";3495.63;"Shares";"USD"
"AMEX";100.0;2;"USD";159.16;"Shares";"USD"
"APPLE";100.0;2;"USD";156.25;"Shares";"USD"
"ARCELOR";100.0;2;"USD";33.78;"Shares";"USD"
"ATT";100.0;2;"USD";27.3;"Shares";"USD"
"AURORA";100.0;2;"CAD";9.01;"Shares";"CAD"
"AXA";100.0;2;"EUR";23.414;"Shares";"EUR"
"Ahold";100.0;2;"EUR";28.25;"Shares";"EUR"
"Alibaba";100.0;2;"USD";174.17;"Shares";"USD"
"B.PETROL";100.0;2;"GBX";299.5;"Shares";"GBX"
"BAIDU";100.0;2;"USD";165.79;"Shares";"USD"
"BARCLAYS";100.0;2;"GBX";183.11;"Shares";"GBX"
"BAS";100.0;2;"EUR";65.187;"Shares";"EUR"
"BAYER";100.0;2;"EUR";46.84;"Shares";"EUR"
"BBVA";100.0;2;"EUR";5.558;"Shares";"EUR"
"BERKSHIRE";100.0;2;"USD";278.86;"Shares";"USD"
"BMW";100.0;2;"EUR";79.417;"Shares";"EUR"
"BNP";100.0;2;"EUR";53.961;"Shares";"EUR"
"BOA";100.0;2;"USD";41.18;"Shares";"USD"
"BOEING";100.0;2;"USD";213.22;"Shares";"USD"
"BOUYGUES";100.0;2;"EUR";36.217;"Shares";"EUR"
"BSANMD";100.0;2;"EUR";3.081;"Shares";"EUR"
"CARREFOUR";100.0;2;"EUR";15.652;"Shares";"EUR"
"CAT";100.0;2;"USD";207.47;"Shares";"USD"
"CHEVRON";100.0;2;"USD";96.68;"Shares";"USD"
"CISCO";100.0;2;"USD";58.67;"Shares";"USD"
"CITI";100.0;2;"USD";70.81;"Shares";"USD"
"COKE";100.0;2;"USD";55.64;"Shares";"USD"
"COMMBK";100.0;2;"EUR";5.676;"Shares";"EUR"
"CREDIT";100.0;2;"EUR";12.201;"Shares";"EUR"
"CRONOS";100.0;2;"USD";6.35;"Shares";"USD"
"DAIM";100.0;2;"EUR";69.327;"Shares";"EUR"
"DBFRA";100.0;2;"EUR";10.864;"Shares";"EUR"
"DISNEY";100.0;2;"USD";183.67;"Shares";"USD"
"DPW";100.0;2;"EUR";58.727;"Shares";"EUR"
"DTELE";100.0;2;"EUR";17.988;"Shares";"EUR"
"Dropbox";100.0;2;"USD";31.52;"Shares";"USD"
"EBAY";100.0;2;"USD";74.5;"Shares";"USD"
"EDFELECT";100.0;2;"EUR";10.8;"Shares";"EUR"
"ENI";100.0;2;"EUR";10.62;"Shares";"EUR"
"ERIC";100.0;2;"SEK";102.66;"Shares";"SEK"
"EXXM";100.0;2;"USD";54.41;"Shares";"USD"
"FACEBOOK";100.0;2;"USD";380.9;"Shares";"USD"
"FERRARI";100.0;2;"USD";220.4;"Shares";"USD"
"FIAT";100.0;2;"EUR";12.66;"Indecies";"EUR"
"FIREEYE";100.0;2;"USD";18.12;"Shares";"USD"
"FRTELE";100.0;2;"EUR";9.512;"Shares";"EUR"
"GAZPROM";100.0;2;"RUB";325.65;"Shares";"RUB"
"GE";100.0;2;"USD";103.42;"Shares";"USD"
"GM";100.0;2;"USD";48.47;"Shares";"USD"
"GOLDSACHS";100.0;2;"USD";410.18;"Shares";"USD"
"GOOGLE";100.0;2;"USD";2901.63;"Shares";"USD"
"GOPRO";100.0;2;"USD";9.82;"Shares";"USD"
"GROUPEDAN";100.0;2;"EUR";59.546;"Shares";"EUR"
"GW.Pharma";100.0;2;"USD";219.0;"Shares";"USD"
"HARLEY";100.0;2;"USD";38.29;"Shares";"USD"
"HASBRO";100.0;2;"USD";100.16;"Shares";"USD"
"HEN";100.0;2;"EUR";81.086;"Shares";"EUR"
"HM";100.0;2;"SEK";175.62;"Shares";"SEK"
"HPACK";100.0;2;"USD";28.64;"Shares";"USD"
"HSBC";100.0;2;"GBX";380.7;"Shares";"GBX"
"IBER";100.0;2;"EUR";10.306;"Shares";"EUR"
"IBM";100.0;2;"USD";137.51;"Shares";"USD"
"INGA";100.0;2;"EUR";11.788;"Shares";"EUR"
"INTEL";100.0;2;"USD";53.4;"Shares";"USD"
"INTEX";100.0;2;"EUR";29.87;"Shares";"EUR"
"JNJ";100.0;2;"USD";171.69;"Shares";"USD"
"JPM";100.0;2;"USD";158.62;"Shares";"USD"
"KAZ-LON";100.0;2;"GBX";849.001;"Shares";"GBX"
"LEGRAND";100.0;2;"EUR";97.516;"Shares";"EUR"
"LINE";100.0;2;"USD";51.68;"Shares";"USD"
"LOCKHEED";100.0;2;"USD";348.68;"Shares";"USD"
"LOREAL";100.0;2;"EUR";394.05;"Shares";"EUR"
"LVMH";100.0;2;"EUR";651.967;"Shares";"EUR"
"LibertyGlob";100.0;2;"USD";29.44;"Shares";"USD"
"Lufthansa";100.0;2;"EUR";8.38;"Shares";"EUR"
"MA";100.0;2;"USD";343.45;"Shares";"USD"
"MACYS";100.0;2;"USD";21.92;"Shares";"USD"
"MANU";100.0;2;"USD";17.16;"Shares";"USD"
"MARKS";100.0;2;"GBX";186.56;"Shares";"GBX"
"MCDON";100.0;2;"USD";236.18;"Shares";"USD"
"METRO";100.0;2;"EUR";3.972;"Shares";"EUR"
"MICHELIN";100.0;2;"EUR";137.649;"Shares";"EUR"
"MORGAN_STA";100.0;2;"USD";104.16;"Shares";"USD"
"MRK";100.0;2;"EUR";200.8;"Shares";"EUR"
"MSFT";100.0;2;"USD";299.09;"Shares";"USD"
"MUV";100.0;2;"EUR";241.75;"Shares";"EUR"
"NDA";100.0;2;"SEK";105.5;"Shares";"SEK"
"NIKE";100.0;2;"USD";162.02;"Shares";"USD"
"NOKIA";100.0;2;"USD";5.97;"Shares";"USD"
"NTDOY";100.0;2;"USD";62.96;"Shares";"USD"
"NUTRIEN";100.0;2;"USD";62.14;"Shares";"USD"
"NVIDIA";100.0;2;"USD";223.58;"Shares";"USD"
"Netflix";100.0;2;"USD";605.01;"Shares";"USD"
"PFIZER";100.0;2;"USD";46.59;"Shares";"USD"
"PG";100.0;2;"USD";143.5;"Shares";"USD"
"QUALCOMM";100.0;2;"USD";143.73;"Shares";"USD"
"RAYTHEON";100.0;2;"USD";82.99;"Shares";"USD"
"RENAULT";100.0;2;"EUR";29.928;"Shares";"EUR"
"REPSOL";100.0;2;"EUR";9.52;"Shares";"EUR"
"SAFRAN";100.0;2;"EUR";102.959;"Shares";"EUR"
"SAINTGOBAIN";100.0;2;"EUR";60.747;"Shares";"EUR"
"SANOFI";100.0;2;"EUR";85.54;"Shares";"EUR"
"SAP";100.0;2;"EUR";125.007;"Shares";"EUR"
"SCHNEIDER";100.0;2;"EUR";151.593;"Shares";"EUR"
"SEB";100.0;2;"SEK";119.96;"Shares";"SEK"
"SIE";100.0;2;"EUR";142.58;"Shares";"EUR"
"SNAP";100.0;2;"USD";76.27;"Shares";"USD"
"SOCIETE";100.0;2;"EUR";26.594;"Shares";"EUR"
"SOLVAY";100.0;2;"EUR";110.842;"Shares";"EUR"
"SONY";100.0;2;"USD";108.32;"Shares";"USD"
"STMICROELEC";100.0;2;"EUR";38.134;"Shares";"EUR"
"SWED";100.0;2;"SEK";168.49;"Shares";"SEK"
"Spotify";100.0;2;"USD";254.66;"Shares";"USD"
"TECHNIP";100.0;2;"EUR";5.5969999999999995;"Shares";"EUR"
"TELFON";100.0;2;"EUR";4.202;"Shares";"EUR"
"TELITA";100.0;2;"EUR";0.3738;"Shares";"EUR"
"TESCO";100.0;2;"GBX";257.66;"Shares";"GBX"
"TESLA";100.0;2;"USD";747.89;"Shares";"USD"
"TEVA";100.0;2;"USD";9.45;"Shares";"USD"
"TILRAY";100.0;2;"USD";13.17;"Shares";"USD"
"TOTAL";100.0;2;"EUR";37.474;"Shares";"EUR"
"TOYOTA";100.0;2;"USD";181.09;"Shares";"USD"
"TWITTER";100.0;2;"USD";64.96;"Shares";"USD"
"UBS";100.0;2;"USD";16.72;"Shares";"USD"
"UCG";100.0;2;"EUR";10.87;"Shares";"EUR"
"UNIBAIL";100.0;2;"EUR";69.432;"Shares";"EUR"
"UnileverNL";100.0;2;"EUR";46.52;"Shares";"EUR"
"VALLOUREC";100.0;2;"EUR";7.166;"Shares";"EUR"
"VEOLIA";100.0;2;"EUR";29.366;"Shares";"EUR"
"VERIZON";100.0;2;"USD";54.6;"Shares";"USD"
"VINCI";100.0;2;"EUR";91.356;"Shares";"EUR"
"VIVF";100.0;2;"EUR";32.583;"Shares";"EUR"
"VODAFONE";100.0;2;"GBX";121.81;"Shares";"GBX"
"VOWGEN";100.0;2;"EUR";280.74;"Shares";"EUR"
"Visa";100.0;2;"USD";226.27;"Shares";"USD"
"WEED";100.0;2;"CAD";21.29;"Shares";"CAD"
"WMART";100.0;2;"USD";147.27;"Shares";"USD"
"Yandex";100.0;2;"USD";77.6;"Shares";"USD"
"BCHUSD";1.0;2;"USD";656.71;"Cryptos";"Cryptos"
"BTCUSD";1.0;2;"USD";46430.5;"Cryptos";"Cryptos"
"ETHUSD";1.0;2;"USD";3373.1;"Cryptos";"Cryptos"
"LTCUSD";1.0;2;"USD";178.94;"Cryptos";"Cryptos"
"XLMUSD";100.0;2;"USD";0.32053;"Cryptos";"Cryptos"
"XMRUSD";100.0;2;"USD";255.91;"Cryptos";"Cryptos"
"XRPUSD";100.0;4;"USD";1.0566;"Cryptos";"Cryptos"
"HKDUSD";100000.0;2;"USD";0.12867;"Indecies";"USD"
"INRUSD";100000.0;2;"USD";0.01342;"Indecies";"USD"
"JPYUSD";100000.0;0;"USD";0.00946;"Indecies";"USD"
"RUBUSD";100000.0;2;"USD";0.0131;"Indecies";"USD"
"TRYUSD";100000.0;2;"USD";0.12765;"Indecies";"USD"
"USDAUD";100000.0;2;"AUD";1.35433;"Indecies";"AUD"
"USDEUR";100000.0;2;"EUR";0.83571;"Indecies";"EUR"
"USDGBP";100000.0;2;"GBP";0.75078;"Indecies";"GBP"
"ZARUSD";100000.0;2;"USD";0.06251;"Indecies";"USD"
"EURUSD#";100000.0;2;"USD";1.18154;"Forex";"Fixed"
"GBPUSD#";100000.0;2;"USD";1.37642;"Forex";"Fixed"
"USDJPY#";100000.0;2;"JPY";110.245;"Forex";"Fixed"
"EURCHF#";100000.0;2;"CHF";1.08814;"Forex";"Fixed"
"EURGBP#";100000.0;2;"GBP";0.85829;"Forex";"Fixed"
"EURJPY#";100000.0;2;"JPY";130.259;"Forex";"Fixed"
"AUDUSD#";100000.0;2;"USD";0.73736;"Forex";"Fixed"
"NZDUSD#";100000.0;2;"USD";0.70989;"Forex";"Fixed"
"USDCAD#";100000.0;2;"CAD";1.26697;"Forex";"Fixed"
"USDCHF#";100000.0;2;"CHF";0.92091;"Forex";"Fixed"
"AUDCAD#";100000.0;2;"CAD";0.93428;"Forex";"Fixed"
"AUDCHF#";100000.0;2;"CHF";0.67904;"Forex";"Fixed"
"AUDJPY#";100000.0;2;"JPY";81.285;"Forex";"Fixed"
"AUDNZD#";100000.0;2;"NZD";1.03835;"Forex";"Fixed"
"CADCHF#";100000.0;2;"CHF";0.7266;"Forex";"Fixed"
"CADJPY#";100000.0;2;"JPY";86.989;"Forex";"Fixed"
"CHFJPY#";100000.0;2;"JPY";119.677;"Forex";"Fixed"
"EURAUD#";100000.0;2;"AUD";1.60179;"Forex";"Fixed"
"EURCAD#";100000.0;2;"CAD";1.49691;"Forex";"Fixed"
"EURNZD#";100000.0;2;"NZD";1.6634;"Forex";"Fixed"
"GBPAUD#";100000.0;2;"AUD";1.86597;"Forex";"Fixed"
"GBPCAD#";100000.0;2;"CAD";1.74371;"Forex";"Fixed"
"GBPCHF#";100000.0;2;"CHF";1.2675100000000001;"Forex";"Fixed"
"GBPJPY#";100000.0;2;"JPY";151.743;"Forex";"Fixed"
"GBPNZD#";100000.0;2;"NZD";1.93785;"Forex";"Fixed"
"NZDCAD#";100000.0;2;"CAD";0.89941;"Forex";"Fixed"
"NZDCHF#";100000.0;2;"CHF";0.65357;"Forex";"Fixed"
"NZDJPY#";100000.0;2;"JPY";78.257;"Forex";"Fixed"
"XAGUSD#";5000.0;2;"USD";24.284;"Forex";"Fixed"
"XAUUSD#";100.0;2;"USD";1797.5;"Forex";"Fixed"
"OMXS30";100.0;2;"SEK";2356.13;"Indecies";"Indecies"
"TADAWUL";10.0;2;"SAR";11426.75;"Arabian";"SAR"
"XAUUSD";100.0;2;"USD";1797.66;"Metals";"Metals"
"XAGUSD";5000.0;2;"USD";24.304;"Metals";"Metals"
"OMXS30#";100.0;2;"SEK";2354.13;"Forex";"Fixed"
"EURDKK#";100000.0;2;"DKK";7.43153;"Forex";"Fixed"
"EURHUF#";100000.0;2;"HUF";349.229;"Forex";"Fixed"
"EURNOK#";100000.0;2;"NOK";10.27661;"Forex";"Fixed"
"EURPLN#";100000.0;2;"PLN";4.51668;"Forex";"Fixed"
"EURSEK#";100000.0;2;"SEK";10.17588;"Forex";"Fixed"
"EURTRY#";100000.0;2;"TRY";9.98157;"Forex";"Fixed"
"USDDKK#";100000.0;2;"DKK";6.29197;"Forex";"Fixed"
"USDHKD#";100000.0;2;"HKD";7.77333;"Forex";"Fixed"
"USDHUF#";100000.0;2;"HUF";295.308;"Forex";"Fixed"
"USDMXN#";100000.0;2;"MXN";19.91359;"Forex";"Fixed"
"USDNOK#";100000.0;2;"NOK";8.69651;"Forex";"Fixed"
"USDPLN#";100000.0;2;"PLN";3.82208;"Forex";"Fixed"
"USDRUB#";100000.0;2;"RUB";73.1679;"Forex";"Fixed"
"USDSEK#";100000.0;2;"SEK";8.61075;"Forex";"Fixed"
"USDSGD#";100000.0;2;"SGD";1.34452;"Forex";"Fixed"
"USDTRY#";100000.0;2;"TRY";8.44167;"Forex";"Fixed"
"USDZAR#";100000.0;2;"ZAR";14.3116;"Forex";"Fixed"
"ASX24";100.0;2;"AUD";7498.3;"Spot";"Spot"
"CAC40";10.0;2;"EUR";6699.37;"Spot";"Spot"
"DAX30";10.0;2;"EUR";15737.82;"Spot";"Spot"
"DOW30";10.0;2;"USD";35097.32;"Spot";"Spot"
"IBEX35";10.0;2;"EUR";8861.28;"Spot";"Spot"
"NASDAQ100";100.0;2;"USD";15674.35;"Spot";"Spot"
"NIKKEI";10.0;0;"JPY";30189.12;"Spot";"Spot"
"SMI";10.0;2;"CHF";12239.42;"Spot";"Spot"
"SPX500";100.0;2;"USD";4519.75;"Spot";"Spot"
"STOXX50";10.0;2;"EUR";4201.38;"Spot";"Spot"
"AEX25";10.0;2;"EUR";789.66;"Spot";"Spot"
"USDKWD#";100000.0;2;"KWD";0.3012;"Forex";"Fixed"
"KWDUSD";100000.0;2;"USD";3.25626;"Indecies";"USD"
"KWDUSD#";100000.0;2;"USD";3.25626;"Indecies";"USD"
"Juventus";100.0;2;"EUR";0.744;"Shares";"EUR"
"USOIL";1000.0;2;"USD";69.2;"Spot";"Spot"
"SAMSUNG";100.0;2;"GBX";1627.34;"Shares";"GBX"
"Aramco";100.0;2;"SAR";35.05;"Arabian";"SAR"
"SABIC";100.0;2;"SAR";123.26;"Arabian";"SAR"
"NCB";100.0;2;"SAR";61.52;"Arabian";"SAR"
"STC";100.0;2;"SAR";134.24;"Arabian";"SAR"
"RIBL";100.0;2;"SAR";27.1;"Arabian";"SAR"
"SAMBA";100.0;2;"SAR";37.84;"Indecies";"SAR"
"MAADEN";100.0;2;"SAR";78.03;"Arabian";"SAR"
"SEC";100.0;2;"SAR";27.42;"Arabian";"SAR"
"BSFR";100.0;2;"SAR";40.54;"Arabian";"SAR"
"Al.Rajhi";100.0;2;"SAR";123.65;"Arabian";"SAR"
"Alinma";100.0;2;"SAR";23.92;"Arabian";"SAR"
"Bupa.Arabia";100.0;2;"SAR";163.24;"Arabian";"SAR"
"Boubyan";100.0;1;"KWF";772.0;"Arabian";"KWF"
"EmiratesNBD";100.0;2;"AED";13.85;"Arabian";"AED"
"BRNT-APR20";1000.0;2;"USD";58.45;"Indecies";"USD"
"BRNT#-APR20";1000.0;2;"USD";60.66;"Indecies";"USD"
"CL-APR20";1000.0;2;"USD";19.86;"Indecies";"USD"
"CL#-APR20";1000.0;2;"USD";20.08;"Indecies";"USD"
"NGAS-APR20";10000.0;2;"USD";1.573;"Indecies";"USD"
"BRNT-MAY20";1000.0;2;"USD";25.08;"Indecies";"USD"
"SUG11-MAY20";1000.0;2;"USD";9.66;"Indecies";"USD"
"RBOB-APR20";42000.0;2;"USD";0.5833;"Indecies";"USD"
"PLAT-APR20";100.0;2;"USD";774.59;"Indecies";"USD"
"BRNT#-MAY20";1000.0;2;"USD";25.07;"Indecies";"USD"
"BeyondMeat";100.0;2;"USD";113.19;"Shares";"USD"
"NK-JUN20";10.0;2;"USD";23168.07;"Indecies";"USD"
"COTT2-MAY20";100.0;2;"USD";54.27;"Indecies";"USD"
"CORN-MAY20";100.0;2;"USD";318.0;"Indecies";"USD"
"SBEAN-MAY20";100.0;2;"USD";848.25;"Indecies";"USD"
"WHEATMAY20";100.0;2;"USD";528.78;"Indecies";"USD"
"NK#-JUN20";10.0;2;"USD";23176.28;"Indecies";"USD"
"$IND-JUN20";100.0;2;"USD";97.004;"Indecies";"USD"
"ASX-JUN20";100.0;2;"AUD";5831.5;"Indecies";"AUD"
"CAC-APR20";10.0;2;"EUR";4527.5;"Indecies";"EUR"
"CL-MAY20";1000.0;2;"USD";18.11;"Indecies";"USD"
"COCOA-MAY20";100.0;2;"USD";2390.07;"Indecies";"USD"
"COFFE-MAY20";100.0;2;"USD";104.64;"Indecies";"USD"
"DJEXX-JUN20";10.0;2;"EUR";3159.5;"Indecies";"EUR"
"IBEX-APR20";100.0;2;"EUR";7055.5;"Indecies";"EUR"
"JSE-JUN20";100.0;2;"ZAR";48891.25;"Indecies";"ZAR"
"MIB-JUN20";100.0;2;"EUR";18920.0;"Indecies";"EUR"
"NSDQ-JUN20";100.0;2;"USD";9638.62;"Indecies";"USD"
"SP-JUN20";100.0;2;"USD";3033.88;"Indecies";"USD"
"$IND#-JUN20";100.0;2;"USD";97.09;"Indecies";"USD"
"ASX#-JUN20";100.0;2;"AUD";5835.0;"Indecies";"AUD"
"CAC#-APR20";10.0;2;"EUR";4532.75;"Indecies";"EUR"
"CL#-MAY20";1000.0;2;"USD";18.14;"Indecies";"USD"
"DAX#-JUN20";10.0;2;"EUR";12017.32;"Indecies";"EUR"
"DJEX#-JUN20";10.0;2;"EUR";3159.0;"Indecies";"EUR"
"DOW#-JUN20";10.0;2;"USD";25537.92;"Indecies";"USD"
"FTSE#-JUN20";10.0;2;"GBP";6127.25;"Indecies";"GBP"
"IBEX#-APR20";100.0;2;"EUR";7060.25;"Indecies";"EUR"
"JSE#-JUN20";100.0;2;"ZAR";48941.75;"Indecies";"ZAR"
"MIB#-JUN20";100.0;2;"EUR";18965.0;"Indecies";"EUR"
"NSDQ#-JUN20";100.0;2;"USD";9644.37;"Indecies";"USD"
"SP#-JUN20";100.0;2;"USD";3034.38;"Indecies";"USD"
"COPP-APR20";10000.0;2;"USD";2.3605;"Indecies";"USD"
"NGAS-MAY20";10000.0;2;"USD";1.708;"Indecies";"USD"
"NIFTY-APR20";1000.0;2;"INR";9150.49;"Indecies";"INR"
"PALLADJUN20";100.0;2;"USD";1880.99;"Indecies";"USD"
"FTSE-JUN20";10.0;2;"GBP";6123.0;"Indecies";"GBP"
"DOW-JUN20";10.0;2;"USD";25530.92;"Indecies";"USD"
"DAX-JUN20";10.0;2;"EUR";12010.93;"Indecies";"EUR"
"PALLD#JUN20";100.0;2;"USD";1867.34;"Indecies";"USD"
"NIFTY#APR20";1000.0;2;"INR";9127.84;"Indecies";"INR"
"BRNT-JUN20";1000.0;2;"USD";21.94;"Indecies";"USD"
"RBOB-MAY20";42000.0;2;"USD";0.6583;"Indecies";"USD"
"BRNT#-JUN20";1000.0;2;"USD";21.97;"Indecies";"USD"
"UBER";100.0;2;"USD";40.79;"Shares";"USD"
"GENMARK";100.0;2;"USD";23.95;"Shares";"USD"
"INOVIO";100.0;2;"USD";8.49;"Shares";"USD"
"DYNATRON";100.0;2;"USD";1.31;"Shares";"USD"
"VAXART";100.0;2;"USD";7.9399999999999995;"Shares";"USD"
"NANOVIR";100.0;2;"USD";3.94;"Shares";"USD"
"ARCTURUS";100.0;2;"USD";56.5;"Shares";"USD"
"ARCUS";100.0;2;"USD";33.54;"Shares";"USD"
"OPKO";100.0;2;"USD";3.58;"Shares";"USD"
"CLOROX";100.0;2;"USD";168.04;"Shares";"USD"
"ZOOM";100.0;2;"USD";298.72;"Shares";"USD"
"SLACK";100.0;2;"USD";45.25;"Indecies";"USD"
"COST";100.0;2;"USD";459.5;"Shares";"USD"
"CAC-MAY20";10.0;2;"EUR";4541.0;"Indecies";"EUR"
"IBEX-MAY20";100.0;2;"EUR";6752.0;"Indecies";"EUR"
"CAC#-MAY20";10.0;2;"EUR";4541.75;"Indecies";"EUR"
"IBEX#-MAY20";100.0;2;"EUR";6755.75;"Indecies";"EUR"
"CL-JUN20";1000.0;2;"USD";29.69;"Indecies";"USD"
"CL#-JUN20";1000.0;2;"USD";29.71;"Indecies";"USD"
"NIFTY-MAY20";1000.0;2;"INR";9040.5;"Indecies";"INR"
"NGAS-JUN20";10000.0;2;"USD";1.7389999999999999;"Indecies";"USD"
"NIFTY#MAY20";1000.0;2;"INR";9017.18;"Indecies";"INR"
"BRNT-JUL20";1000.0;2;"USD";35.25;"Indecies";"USD"
"BRNT#-JUL20";1000.0;2;"USD";35.28;"Indecies";"USD"
"RBOB-JUN20";42000.0;2;"USD";1.0299;"Indecies";"USD"
"SUG11-JUL20";1000.0;2;"USD";11.5;"Indecies";"USD"
"PLAT-MAY20";100.0;2;"USD";878.75;"Indecies";"USD"
"COPP-MAY20";10000.0;2;"USD";2.4025;"Indecies";"USD"
"COTT2-JUL20";100.0;2;"USD";62.58;"Indecies";"USD"
"NGAS#-JUN20";10000.0;2;"USD";1.74;"Indecies";"USD"
"CAC#-JUN20";10.0;2;"EUR";4854.5;"Indecies";"EUR"
"IBEX-JUN20";100.0;2;"EUR";7208.5;"Indecies";"EUR"
"IBEX#-JUN20";100.0;2;"EUR";7209.25;"Indecies";"EUR"
"COCOA-JUL20";100.0;2;"USD";2240.5;"Indecies";"USD"
"CORN-JUL20";100.0;2;"USD";340.02;"Indecies";"USD"
"SBEAN-JUL20";100.0;2;"USD";889.87;"Indecies";"USD"
"WHEATJUL20";100.0;2;"USD";535.83;"Indecies";"USD"
"CL#-JUL20";1000.0;2;"USD";39.41;"Indecies";"USD"
"CL-JUL20";1000.0;2;"USD";39.29;"Indecies";"USD"
"COFFE-JUL20";100.0;2;"USD";99.3;"Indecies";"USD"
"CL-AUG20";1000.0;2;"USD";40.54;"Indecies";"USD"
"BRNT-AUG20";1000.0;2;"USD";40.55;"Indecies";"USD"
"CL#-AUG20";1000.0;2;"USD";40.57;"Indecies";"USD"
"BRNT#-AUG20";1000.0;2;"USD";40.67;"Indecies";"USD"
"CL-SEP20";1000.0;2;"USD";42.16;"Indecies";"USD"
"BRNT-SEP20";1000.0;2;"USD";43.27;"Indecies";"USD"
"CL#-SEP20";1000.0;2;"USD";42.19;"Indecies";"USD"
"BRNT#-SEP20";1000.0;2;"USD";43.3;"Indecies";"USD"
"CL-OCT20";1000.0;2;"USD";40.9;"Indecies";"USD"
"BRNT-OCT20";1000.0;2;"USD";44.22;"Indecies";"USD"
"CL#-OCT20";1000.0;2;"USD";40.93;"Indecies";"USD"
"BRNT#-OCT20";1000.0;2;"USD";44.25;"Indecies";"USD"
"CL-NOV20";1000.0;2;"USD";40.76;"Indecies";"USD"
"BRNT-NOV20";1000.0;2;"USD";41.76;"Indecies";"USD"
"CL#-NOV20";1000.0;2;"USD";40.75;"Indecies";"USD"
"BRNT#-NOV20";1000.0;2;"USD";41.78;"Indecies";"USD"
"CAC-JUN20";10.0;2;"EUR";4839.0;"Indecies";"EUR"
"HALLIBURTON";100.0;2;"USD";19.84;"Shares";"USD"
"SCHLUMBERGER";100.0;2;"USD";27.83;"Shares";"USD"
"EOAN";100.0;2;"EUR";11.048;"Shares";"EUR"
"NIFTY-JUN20";1000.0;2;"INR";10244.49;"Indecies";"INR"
"NGAS-JUL20";10000.0;2;"USD";1.659;"Indecies";"USD"
"RBOB-JUL20";42000.0;2;"USD";1.1303;"Indecies";"USD"
"PLAT-JUN20";100.0;2;"USD";818.99;"Indecies";"USD"
"COPP-JUN20";10000.0;2;"USD";2.607;"Indecies";"USD"
"NIFTY#JUN20";1000.0;2;"INR";10220.99;"Indecies";"INR"
"NK-SEP20";10.0;2;"USD";23163.04;"Indecies";"USD"
"NK#-SEP20";10.0;2;"USD";23173.08;"Indecies";"USD"
"GILD";100.0;2;"USD";71.16;"Shares";"USD"
"SQUARE";100.0;2;"USD";265.62;"Shares";"USD"
"STARBUCKS";100.0;2;"USD";115.38;"Shares";"USD"
"SHOPIFY";100.0;2;"USD";1536.08;"Shares";"USD"
"CARNIVAL";100.0;2;"USD";23.44;"Shares";"USD"
"A.AIRLINES";100.0;2;"USD";19.45;"Shares";"USD"
"NGAS#-JUL20";10000.0;2;"USD";1.665;"Indecies";"USD"
"NSDQ-SEP20";100.0;2;"USD";11062.0;"Indecies";"USD"
"DOW-SEP20";10.0;2;"USD";27614.0;"Indecies";"USD"
"SP-SEP20";100.0;2;"USD";3333.12;"Indecies";"USD"
"CAC-JUL20";10.0;2;"EUR";4986.75;"Indecies";"EUR"
"DAX-SEP20";10.0;2;"EUR";13180.25;"Indecies";"EUR"
"FTSE-SEP20";10.0;2;"GBP";6016.5;"Indecies";"GBP"
"MIB-SEP20";100.0;2;"EUR";19792.5;"Indecies";"EUR"
"IBEX-JUL20";100.0;2;"EUR";7343.25;"Indecies";"EUR"
"DJEXX-SEP20";10.0;2;"EUR";3306.25;"Indecies";"EUR"
"ASX-SEP20";100.0;2;"AUD";5846.0;"Indecies";"AUD"
"JSE-SEP20";100.0;2;"ZAR";51616.75;"Indecies";"ZAR"
"$IND-SEP20";100.0;2;"USD";93.144;"Indecies";"USD"
"NSDQ#-SEP20";100.0;2;"USD";11062.25;"Indecies";"USD"
"DOW#-SEP20";10.0;2;"USD";27612.5;"Indecies";"USD"
"SP#-SEP20";100.0;2;"USD";3333.62;"Indecies";"USD"
"CAC#-JUL20";10.0;2;"EUR";4990.38;"Indecies";"EUR"
"FTSE#-SEP20";10.0;2;"GBP";6019.0;"Indecies";"GBP"
"MIB#-SEP20";100.0;2;"EUR";19782.5;"Indecies";"EUR"
"IBEX#-JUL20";100.0;2;"EUR";7343.75;"Indecies";"EUR"
"DJEX#-SEP20";10.0;2;"EUR";3306.5;"Indecies";"EUR"
"ASX#-SEP20";100.0;2;"AUD";5849.5;"Indecies";"AUD"
"JSE#-SEP20";100.0;2;"ZAR";51666.75;"Indecies";"ZAR"
"$IND#-SEP20";100.0;2;"USD";93.241;"Indecies";"USD"
"NGAS-AUG20";10000.0;2;"USD";1.791;"Indecies";"USD"
"NGAS-SEP20";10000.0;2;"USD";2.433;"Indecies";"USD"
"NGAS-OCT20";10000.0;2;"USD";2.054;"Indecies";"USD"
